"","Year","sum_flow","mig_year","win_flow","win_flow_CV","sum_air","win_air","spr_air","spr_dis","RIS_flow_juv","RIS_temp_juv","UC_spill_pct_juv","RIS_flow_ad","RIS_temp_ad","McN_flow","McN_temp","McN_spill","Bon_flow","Bon_temp","Bon_spill","MC_spill_pct_juv","ersstArc.win","ersstArc.spr","ersstArc.sum","ersstArc.aut","ersstWAcoast.win","ersstWAcoast.spr","ersstWAcoast.sum","ersstWAcoast.aut","transport.win","transport.spr","transport.sum","transport.aut","CRflow.win","CRflow.spr","CRflow.sum","CRtemp.spr","CRtemp.sum","cui.win","cui.spr","cui.sum","cui.aut","mei.win","mei.spr","mei.sum","mei.aut","npgo.win","npgo.spr","npgo.sum","npgo.aut","npi.win","npi.spr","npi.sum","npi.aut","oni.win","oni.spr","oni.sum","oni.aut","pdo.win","pdo.spr","pdo.sum","pdo.aut"
"23",NA,NA,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.555770713844518,-0.848180678795124,-0.587922752588645,-0.346598011871864,-0.55401345094045,-1.75031026204427,-1.07935961087545,0.0636702378590902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.06,1014.51666666667,1018.25666666667,1013.68333333333,NA,NA,NA,NA,0.54,0.106666666666667,-0.93,-0.19
"24",NA,NA,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4497119635001,-0.350715994286811,-0.216247698356365,-0.157887307528792,-1.04801670710246,-1.24994146823883,0.211850007375081,0.568209966023763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.05333333333,1014.47,1015.81666666667,1010.58333333333,NA,NA,NA,NA,0.396666666666667,0.426666666666667,0.893333333333333,0.493333333333333
"25",NA,NA,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.517298162531579,-0.662891197341612,-0.390480747442136,-0.939674433894541,0.144125461578369,-0.779093821843465,-1.31686520576477,-1.06882778803507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.61333333333,1014.41,1016.92,1011.87666666667,NA,NA,NA,NA,0.553333333333333,0.49,-0.156666666666667,-0.496666666666667
"26",NA,NA,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.713030909806832,-0.777865704448744,-0.569973972748066,0.0907083275674403,-0.642340699831645,-0.967317819595337,-0.916783094406128,-0.279841502507528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.38666666667,1013.13333333333,1017.23,1011.50333333333,NA,NA,NA,NA,-0.0266666666666667,0.616666666666667,-0.666666666666667,0.48
"27",NA,NA,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174157279044732,0.503433381003895,0.352559497438628,0.609905948310063,1.367103099823,1.3503246307373,-0.142668167750041,0.221628665924072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.23,1009.29,1015.55333333333,1009.74,NA,NA,NA,NA,0.823333333333333,1.01,1.57333333333333,1.27666666666667
"28",NA,NA,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529433190548557,-0.303411778465085,-0.589814129094968,-0.709035223379902,0.651663144429525,-0.728945096333822,-0.90488855044047,-0.237800598144531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.14,1016.86666666667,1016.11,1011.79666666667,NA,NA,NA,NA,1.28666666666667,0.09,-0.116666666666667,-0.366666666666667
"29",NA,NA,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.318420763878987,-0.253681714507355,-0.620836896457891,-0.803941324113429,-0.260409832000732,0.0233539740244548,-0.611590067545573,-0.540418863296509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.28333333333,1012.29666666667,1016.49666666667,1011.78,NA,NA,NA,NA,0.606666666666667,0.663333333333333,-0.09,-0.86
"30",NA,NA,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.354241459260042,-0.330265091102699,-0.109891053451889,-0.181895528716603,-0.363989194234212,-0.781022151311239,-0.349071184794108,-0.0146493911743164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005.60666666667,1014.23666666667,1015.66666666667,1011.05,NA,NA,NA,NA,0.823333333333333,0.706666666666667,-0.0833333333333333,0.493333333333333
"31",NA,NA,1930,673.2,673.2,NA,NA,NA,3276.22950819672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068080547897295,-0.26504746147956,-0.387623271174814,0.0300419149727657,-0.357275764147441,-0.459036588668823,-0.770752986272176,-0.0387358665466309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008.72,1014.58666666667,1016.47666666667,1013.19666666667,NA,NA,NA,NA,-0.04,-0.356666666666667,-0.133333333333333,-0.296666666666667
"32",1930,2035.77049180328,1931,726.3,726.3,NA,NA,NA,2139.67213114754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0650163828641519,-0.0411230536712997,0.0135156472524007,-0.248394271971165,0.638326644897461,0.33035937945048,-0.674348433812459,-0.408794403076172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.02,1012.45666666667,1015.68,1014.04666666667,NA,NA,NA,NA,0.946666666666667,1.35666666666667,0.633333333333333,0.0533333333333333
"33",1931,2083.08196721311,1932,1066.3,1066.3,NA,NA,NA,3961.47540983607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.691075219779179,-0.549219010684682,-0.977529682510201,-0.77616793698278,-0.440996090571086,-0.456141392389933,-0.98826257387797,-0.46101721127828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.30333333333,1010.83333333333,1016.92,1013.04,NA,NA,NA,NA,0.0833333333333334,0.766666666666667,-0.0533333333333333,-0.523333333333333
"34",1932,3716.0737704918,1933,2143.6,2143.6,NA,NA,NA,1918.5737704918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.589257308258407,-0.952559733322297,-1.3686231426809,-1.1616587781358,-0.530231992403666,-1.04928199450175,-0.919920365015666,-1.0025376478831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010.02666666667,1014.07,1016.80666666667,1012.86333333333,NA,NA,NA,NA,0.11,-0.133333333333333,-1.35,-0.973333333333333
"35",1933,6085.80327868852,1934,4133.3,4133.3,NA,NA,NA,8160.81967213115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45742926460573,0.345234994710177,-0.00744958581595585,-0.0492733371668848,0.181582450866699,1.26890953381856,-0.127898136774699,-0.458541631698608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.36333333333,1011.74,1017.68666666667,1011.52333333333,NA,NA,NA,NA,-0.0833333333333333,1.4,0.83,1.66
"36",1934,2619.01639344262,1935,2685,2685,NA,NA,NA,2431.96721311475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.119396968066007,-0.0986176128360047,-0.208210684787268,0.0651265665032398,0.0870671272277832,-0.436676581700643,-0.631832758585612,-0.92387859026591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.37666666667,1014.55,1016.52666666667,1014.33,NA,NA,NA,NA,1.15666666666667,0.66,0.9,0.44
"37",1935,4278.61475409836,1936,534.9,534.9,NA,NA,NA,2825.45901639344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235395122259513,0.433884886695051,0.836084438192433,0.607801913666999,0.0258258183797201,0.0276739597320557,0.921153624852498,0.0669333934783936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.17333333333,1013.47333333333,1016.54,1011.73333333333,NA,NA,NA,NA,1.77333333333333,1.50333333333333,2.21666666666667,1.59666666666667
"38",1936,3115.62295081967,1937,503.9,503.9,NA,NA,NA,1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085389655896987,-0.0939151357645276,-0.0302982001469053,0.260631834227463,-0.681402881940206,-0.818986097971598,-0.318693955739339,0.560414473215739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014.34333333333,1012.99333333333,1016,1011.76666666667,NA,NA,NA,NA,0.263333333333333,0.37,0.503333333333333,0.403333333333333
"39",1937,4381.12295081967,1938,1307.7,1307.7,NA,NA,NA,2966.77049180328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0665551674777064,-0.345309148437675,-0.218653373060555,-0.348427237587414,0.448303937911987,-0.179075717926025,-0.505904912948608,0.60007119178772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.47,1011.71,1017.43333333333,1011.16666666667,NA,NA,NA,NA,0.356666666666667,0.0866666666666667,-0.286666666666667,0.18
"40",1938,3661.58196721311,1939,1109.4,1109.4,NA,NA,NA,2779.90163934426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.486189166156725,-0.460644399982759,-0.611328367803289,-0.455056750363317,-0.409914294878642,-0.288463195164998,-0.898378451665243,-0.322849273681641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.19666666667,1014.79333333333,1016.54333333333,1012.93,NA,NA,NA,NA,0.943333333333333,0.346666666666667,0.03,-1.09666666666667
"41",1939,2611.84426229508,1940,1123.5,1123.5,NA,NA,NA,3099.6393442623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0635386964370464,0.696928509213459,0.592143552056674,0.398620457484804,1.17114957173665,1.13327876726786,0.394647439320882,1.00888029734294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000.45,1010.17666666667,1015.73333333333,1011.39333333333,NA,NA,NA,NA,1.76,2.19333333333333,1.98333333333333,0.99
"42",1940,1986.17213114754,1941,835.8,835.8,NA,NA,NA,3080.19672131148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827849396206867,0.827728664395453,0.817386755998107,0.960430151840736,1.69214924176534,1.64892371495565,1.10344115893046,1.05177585283915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.18333333333,1011.71666666667,1014.88,1013.14666666667,NA,NA,NA,NA,2.05666666666667,2.18333333333333,2.88333333333333,1.20333333333333
"43",1941,1463.81147540984,1942,1565.5,1565.5,NA,NA,NA,2247.4262295082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848159824294605,0.368870153714871,0.223745008446704,0.328779753323259,1.03574506441752,0.459846973419189,0.152009010314941,-0.544533332188924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.85,1013.42,1015.42,1014.08666666667,NA,NA,NA,NA,0.903333333333333,0.64,0.583333333333333,0.373333333333333
"44",1942,2369.23770491803,1943,879.3,879.3,NA,NA,NA,3335.19672131148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0104019199979716,0.069734078508684,-0.0855825287172164,-0.218535250904916,-0.243564605712891,-0.187865495681763,-0.844815333684286,-0.331586122512817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010.12666666667,1013.74333333333,1016.17666666667,1010.16666666667,NA,NA,NA,NA,-0.386666666666667,0.59,-0.193333333333333,-0.08
"45",1943,5034.79508196721,1944,800.1,800.1,NA,NA,NA,1810.60655737705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136064777429076,-0.144889562499934,-0.272254718035117,0.0156195788547911,0.138152678807577,-0.164400736490885,-0.709039767583211,0.845765352249146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.18,1013.59333333333,1016.88,1012.95333333333,NA,NA,NA,NA,0.31,0.15,-0.63,-0.21
"46",1944,1980.25409836066,1945,1373.8,1373.8,NA,NA,NA,1395.96721311475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43040275354495,0.230837992210498,0.0641026332460601,0.145347502039767,1.17151649792989,0.0799578825632731,-1.05541181564331,-0.942057768503825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.695,1014,1017.02,1014.50666666667,NA,NA,NA,NA,-0.0333333333333333,-0.296666666666667,0.586666666666667,-0.703333333333333
"47",1945,2719.22950819672,1946,967.3,967.3,NA,NA,NA,2246.60655737705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.285956440574821,-0.106897702641871,-0.0884369285627343,-0.329226833102347,-0.414516051610311,-1.06885544459025,-0.435765504837036,-0.700394550959269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005.71,1014.11,1016.44,1014.38,NA,NA,NA,NA,-0.656666666666667,-0.23,-0.686666666666667,-0.686666666666667
"48",1946,4149.58196721311,1947,1379.3,1379.3,NA,NA,NA,4047.2131147541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.494496081889361,0.0640205980717451,0.322562205106363,-0.108266131631259,-0.723071376482646,-0.56771198908488,1.00182723999023,-1.17122411727905,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.5,10,28,-20,NA,NA,NA,NA,NA,NA,NA,NA,1009.34333333333,1011.95,1016.49666666667,1011.46333333333,NA,NA,NA,NA,-0.66,0.746666666666667,0.606666666666667,0.43
